supplier_id,supplier_name,supplier_country,industry,order_id,order_date,promised_delivery_date,actual_delivery_date,promised_lead_time_days,actual_lead_time_days,lead_time_variance_days,on_time_delivery,order_status,quantity_ordered,quantity_received,late_reason,quality_issue_flag
S040,Romero Ltd,Jamaica,Food,O01082,2024-09-21,2024-10-11,2024-10-15,20,24.0,4.0,0,Partial,352,336,Supplier delay,0
S018,"Bird, Ray And Walsh",Seychelles,Clothing,O01083,2024-05-14,2024-06-09,2024-06-16,26,33.0,7.0,0,Completed,733,733,Strike,0
S022,"Mcgee, Poole And Griffith",Montserrat,Clothing,O01084,2024-04-14,2024-05-09,2024-05-18,25,34.0,9.0,0,Completed,580,580,Unknown,0
S027,Pace-Hernandez,British Indian Ocean Territory (Chagos Archipelago),Electronics,O01085,2024-01-18,2024-01-26,2024-01-30,8,12.0,4.0,0,Completed,736,736,Customs,0
S027,Pace-Hernandez,British Indian Ocean Territory (Chagos Archipelago),Electronics,O01086,2024-12-23,2025-01-09,2025-01-06,17,14.0,-3.0,1,Completed,51,51,,0
S020,Mills Ltd,Rwanda,Automotive,O01087,2025-03-06,2025-03-26,2025-03-12,20,6.0,-14.0,1,Completed,471,471,,0
S012,Turner Ltd,Venezuela,Automotive,O01088,2025-01-08,2025-01-15,2025-01-21,7,13.0,6.0,0,Partial,138,120,Supplier delay,0
S011,Liu-Gomez,Guam,Clothing,O01089,2025-08-31,2025-09-10,2025-09-19,10,19.0,9.0,0,Completed,630,630,Weather,0
S045,"Hughes, Doyle And Mclaughlin",Estonia,Automotive,O01090,2025-04-20,2025-05-19,2025-05-24,29,34.0,5.0,0,Partial,117,102,Strike,0
S010,"Rodriguez, Sparks And Jackson",Brunei Darussalam,Automotive,O01091,2025-08-01,2025-08-19,2025-08-21,18,20.0,2.0,0,Completed,882,882,Customs,0
S045,"Hughes, Doyle And Mclaughlin",Estonia,Automotive,O01092,2024-01-13,2024-02-06,2024-02-01,24,19.0,-5.0,1,Completed,81,81,,1
S041,Coleman-Duncan,Zimbabwe,Pharmaceuticals,O01093,2024-01-22,2024-02-16,2024-02-20,25,29.0,4.0,0,Partial,777,766,Customs,1
S003,Bean-Christian,Montenegro,Pharmaceuticals,O01094,2024-09-02,2024-09-29,2024-09-29,27,27.0,0.0,1,Completed,129,129,,0
S049,"Pennington, Perry And Bailey",British Virgin Islands,Automotive,O01095,2024-01-27,2024-02-13,2024-02-14,17,18.0,1.0,0,Completed,635,635,Strike,0
S039,Newton-Smith,Sierra Leone,Electronics,O01096,2024-04-24,2024-04-30,2024-04-27,6,3.0,-3.0,1,Completed,457,457,,1
S015,"Andersen, Thompson And Cook",British Indian Ocean Territory (Chagos Archipelago),Clothing,O01097,2024-10-13,2024-11-05,2024-11-03,23,21.0,-2.0,1,Completed,274,274,,0
S008,Rowe-Ward,Anguilla,Food,O01098,2023-12-26,2024-01-03,2024-01-04,8,9.0,1.0,0,Partial,703,702,Unknown,0
S043,"Garza, Martin And Thomas",Greece,Food,O01099,2023-12-26,2024-01-05,2024-01-11,10,16.0,6.0,0,Completed,923,923,Unknown,0
S038,Castaneda Group,Kyrgyz Republic,Food,O01100,2025-02-11,2025-02-20,2025-02-21,9,10.0,1.0,0,Completed,870,870,Customs,0
S048,Hodge Plc,Norfolk Island,Food,O01101,2025-05-03,2025-05-15,2025-05-26,12,23.0,11.0,0,Partial,600,592,Strike,1
S046,"Roberts, Jones And Kim",Estonia,Automotive,O01102,2023-11-05,2023-11-15,2023-11-15,10,10.0,0.0,1,Completed,603,603,,0
S026,Reid Llc,South Africa,Automotive,O01103,2025-04-02,2025-04-08,2025-04-04,6,2.0,-4.0,1,Completed,733,733,,1
S009,Martinez Plc,Zambia,Automotive,O01104,2025-02-05,2025-02-11,2025-02-14,6,9.0,3.0,0,Partial,107,96,Weather,1
S024,Simmons Plc,Isle of Man,Automotive,O01105,2024-11-07,2024-11-22,2024-11-17,15,10.0,-5.0,1,Completed,518,518,,0
S037,"Young, Rivera And Cowan",Heard Island and McDonald Islands,Food,O01106,2025-03-08,2025-03-17,2025-03-11,9,3.0,-6.0,1,Completed,564,564,,1
S016,"Mcdonald, Nunez And Sullivan",Saint Helena,Automotive,O01107,2024-06-10,2024-07-02,2024-07-04,22,24.0,2.0,0,Completed,942,942,Supplier delay,0
S049,"Pennington, Perry And Bailey",British Virgin Islands,Automotive,O01108,2025-03-31,2025-04-20,2025-04-23,20,23.0,3.0,0,Completed,502,502,Customs,0
S023,"Maldonado, Smith And Ashley",Estonia,Food,O01109,2024-09-29,2024-10-20,2024-10-19,21,20.0,-1.0,1,Completed,301,301,,0
S042,Casey Plc,Colombia,Clothing,O01110,2025-08-15,2025-09-11,2025-09-14,27,30.0,3.0,0,Completed,335,335,Unknown,1
S050,Wright-Stewart,Azerbaijan,Automotive,O01111,2024-08-07,2024-08-12,2024-08-08,5,1.0,-4.0,1,Partial,247,245,,1
S015,"Andersen, Thompson And Cook",British Indian Ocean Territory (Chagos Archipelago),Clothing,O01112,2025-04-03,2025-04-11,2025-04-07,8,4.0,-4.0,1,Completed,719,719,,1
S015,"Andersen, Thompson And Cook",British Indian Ocean Territory (Chagos Archipelago),Clothing,O01113,2024-04-29,2024-05-23,2024-05-26,24,27.0,3.0,0,Partial,558,551,Unknown,0
S025,Francis Group,Tokelau,Automotive,O01114,2025-04-01,2025-04-21,2025-04-18,20,17.0,-3.0,1,Partial,490,474,,0
S036,"Perez, Watson And Jones",Angola,Electronics,O01115,2024-11-21,2024-12-14,2024-12-13,23,22.0,-1.0,1,Completed,713,713,,0
S012,Turner Ltd,Venezuela,Automotive,O01116,2024-11-01,2024-11-12,2024-11-14,11,13.0,2.0,0,Completed,937,937,Supplier delay,0
S004,"Clark, Douglas And Jordan",Isle of Man,Food,O01117,2023-12-18,2023-12-26,2023-12-28,8,10.0,2.0,0,Completed,413,413,Supplier delay,0
S046,"Roberts, Jones And Kim",Estonia,Automotive,O01118,2025-04-16,2025-04-29,2025-05-01,13,15.0,2.0,0,Partial,477,467,Unknown,0
S015,"Andersen, Thompson And Cook",British Indian Ocean Territory (Chagos Archipelago),Clothing,O01119,2025-01-08,2025-01-14,2025-01-13,6,5.0,-1.0,1,Completed,447,447,,0
S044,Francis Ltd,Colombia,Clothing,O01120,2024-07-21,2024-08-13,2024-08-22,23,32.0,9.0,0,Partial,666,654,Unknown,0
S028,Howe Group,Nauru,Pharmaceuticals,O01121,2024-02-08,2024-03-03,2024-03-08,24,29.0,5.0,0,Completed,205,205,Supplier delay,0
S008,Rowe-Ward,Anguilla,Food,O01122,2023-09-23,2023-10-08,2023-10-20,15,27.0,12.0,0,Partial,400,387,Unknown,0
S041,Coleman-Duncan,Zimbabwe,Pharmaceuticals,O01123,2025-05-20,2025-06-08,2025-05-31,19,11.0,-8.0,1,Partial,372,355,,0
S007,"Morris, Day And Miller",Dominica,Automotive,O01124,2024-09-23,2024-10-14,2024-10-19,21,26.0,5.0,0,Completed,342,342,Weather,0
S003,Bean-Christian,Montenegro,Pharmaceuticals,O01125,2024-11-03,2024-11-15,2024-11-16,12,13.0,1.0,0,Completed,190,190,Strike,0
S007,"Morris, Day And Miller",Dominica,Automotive,O01126,2024-12-08,2024-12-22,2024-12-30,14,22.0,8.0,0,Completed,54,54,Unknown,1
S012,Turner Ltd,Venezuela,Automotive,O01127,2024-05-06,2024-05-25,2024-06-01,19,26.0,7.0,0,Completed,217,217,Unknown,1
S045,"Hughes, Doyle And Mclaughlin",Estonia,Automotive,O01128,2023-11-09,2023-11-26,2023-11-25,17,16.0,-1.0,1,Partial,662,642,,0
S047,"Riley, Dixon And Williams",Kenya,Pharmaceuticals,O01129,2025-05-30,2025-06-15,2025-06-09,16,10.0,-6.0,1,Completed,67,67,,0
S014,Anthony Inc,Saint Kitts and Nevis,Food,O01130,2024-08-05,2024-08-30,2024-08-29,25,24.0,-1.0,1,Completed,375,375,,0
S044,Francis Ltd,Colombia,Clothing,O01131,2025-06-25,2025-07-19,2025-07-10,24,15.0,-9.0,1,Partial,855,844,,0
S024,Simmons Plc,Isle of Man,Automotive,O01132,2025-01-24,2025-02-07,2025-02-03,14,10.0,-4.0,1,Partial,473,454,,0
S010,"Rodriguez, Sparks And Jackson",Brunei Darussalam,Automotive,O01133,2025-08-03,2025-08-21,2025-08-25,18,22.0,4.0,0,Completed,472,472,Supplier delay,0
S019,Phillips-Owens,Bosnia and Herzegovina,Clothing,O01134,2024-08-14,2024-08-25,2024-08-16,11,2.0,-9.0,1,Completed,920,920,,0
S006,"Drake, Davidson And Moreno",Greece,Food,O01135,2024-02-18,2024-03-05,2024-03-05,16,16.0,0.0,1,Partial,872,862,,0
S036,"Perez, Watson And Jones",Angola,Electronics,O01136,2025-08-01,2025-08-19,2025-08-11,18,10.0,-8.0,1,Completed,381,381,,0
S033,Romero-Phillips,Mauritania,Automotive,O01137,2024-03-31,2024-04-19,2024-04-17,19,17.0,-2.0,1,Completed,750,750,,0
S001,Jenkins Inc,Mongolia,Clothing,O01138,2024-01-27,2024-02-23,2024-02-17,27,21.0,-6.0,1,Completed,731,731,,0
S023,"Maldonado, Smith And Ashley",Estonia,Food,O01139,2024-12-28,2025-01-11,2025-01-11,14,14.0,0.0,1,Completed,612,612,,0
S045,"Hughes, Doyle And Mclaughlin",Estonia,Automotive,O01140,2025-08-14,2025-08-19,2025-08-26,5,12.0,7.0,0,Completed,345,345,Unknown,1
S020,Mills Ltd,Rwanda,Automotive,O01141,2025-08-07,2025-09-04,2025-09-01,28,25.0,-3.0,1,Completed,160,160,,0
S020,Mills Ltd,Rwanda,Automotive,O01142,2025-08-03,2025-08-13,2025-08-13,10,10.0,0.0,1,Completed,289,289,,0
S050,Wright-Stewart,Azerbaijan,Automotive,O01143,2024-07-05,2024-07-13,2024-07-20,8,15.0,7.0,0,Partial,988,973,Customs,1
S030,Woods-Stevenson,Cote d'Ivoire,Automotive,O01144,2024-12-31,2025-01-26,2025-01-18,26,18.0,-8.0,1,Completed,90,90,,0
S020,Mills Ltd,Rwanda,Automotive,O01145,2023-10-03,2023-10-21,2023-10-24,18,21.0,3.0,0,Partial,100,84,Weather,0
S050,Wright-Stewart,Azerbaijan,Automotive,O01146,2024-03-13,2024-03-29,2024-04-04,16,22.0,6.0,0,Completed,306,306,Strike,0
S009,Martinez Plc,Zambia,Automotive,O01147,2024-02-14,2024-02-22,2024-02-21,8,7.0,-1.0,1,Completed,278,278,,0
S009,Martinez Plc,Zambia,Automotive,O01148,2024-08-28,2024-09-06,2024-09-05,9,8.0,-1.0,1,Completed,293,293,,0
S034,Cruz And Sons,Portugal,Pharmaceuticals,O01149,2024-06-02,2024-07-01,2024-06-27,29,25.0,-4.0,1,Completed,713,713,,0
S039,Newton-Smith,Sierra Leone,Electronics,O01150,2025-08-28,2025-09-07,2025-09-10,10,13.0,3.0,0,Completed,641,641,Customs,0
S008,Rowe-Ward,Anguilla,Food,O01151,2024-01-17,2024-01-29,2024-01-21,12,4.0,-8.0,1,Completed,401,401,,0
S023,"Maldonado, Smith And Ashley",Estonia,Food,O01152,2024-11-20,2024-12-19,2024-12-17,29,27.0,-2.0,1,Completed,784,784,,0
S027,Pace-Hernandez,British Indian Ocean Territory (Chagos Archipelago),Electronics,O01153,2023-11-24,2023-12-09,2023-12-10,15,16.0,1.0,0,Partial,554,550,Customs,0
S018,"Bird, Ray And Walsh",Seychelles,Clothing,O01154,2024-10-01,2024-10-25,2024-10-16,24,15.0,-9.0,1,Completed,335,335,,0
S006,"Drake, Davidson And Moreno",Greece,Food,O01155,2024-05-19,2024-06-01,2024-05-27,13,8.0,-5.0,1,Completed,638,638,,0
S018,"Bird, Ray And Walsh",Seychelles,Clothing,O01156,2025-04-09,2025-04-25,2025-04-30,16,21.0,5.0,0,Partial,258,247,Customs,0
S036,"Perez, Watson And Jones",Angola,Electronics,O01157,2024-07-23,2024-08-21,2024-08-19,29,27.0,-2.0,1,Completed,126,126,,0
S004,"Clark, Douglas And Jordan",Isle of Man,Food,O01158,2025-02-20,2025-03-07,2025-03-17,15,25.0,10.0,0,Completed,381,381,Supplier delay,0
S020,Mills Ltd,Rwanda,Automotive,O01159,2024-12-06,2025-01-01,2024-12-21,26,15.0,-11.0,1,Completed,686,686,,0
S050,Wright-Stewart,Azerbaijan,Automotive,O01160,2024-06-12,2024-06-19,2024-06-13,7,1.0,-6.0,1,Completed,224,224,,1
S022,"Mcgee, Poole And Griffith",Montserrat,Clothing,O01161,2023-09-17,2023-10-01,2023-10-05,14,18.0,4.0,0,Completed,956,956,Unknown,1
S047,"Riley, Dixon And Williams",Kenya,Pharmaceuticals,O01162,2024-12-27,2025-01-09,2025-01-12,13,16.0,3.0,0,Partial,555,553,Supplier delay,0
S005,Smith-Mcgee,Albania,Pharmaceuticals,O01163,2024-06-19,2024-07-08,2024-06-28,19,9.0,-10.0,1,Completed,138,138,,0
S018,"Bird, Ray And Walsh",Seychelles,Clothing,O01164,2024-10-14,2024-11-12,2024-11-07,29,24.0,-5.0,1,Completed,926,926,,0
S031,Johnson Plc,Northern Mariana Islands,Automotive,O01165,2023-11-05,2023-11-18,2023-11-18,13,13.0,0.0,1,Completed,461,461,,0
S019,Phillips-Owens,Bosnia and Herzegovina,Clothing,O01166,2023-09-06,2023-09-19,2023-09-12,13,6.0,-7.0,1,Completed,303,303,,1
S012,Turner Ltd,Venezuela,Automotive,O01167,2024-07-08,2024-08-04,2024-07-29,27,21.0,-6.0,1,Completed,237,237,,0
S004,"Clark, Douglas And Jordan",Isle of Man,Food,O01168,2024-12-26,2025-01-21,2025-01-26,26,31.0,5.0,0,Completed,643,643,Weather,1
S010,"Rodriguez, Sparks And Jackson",Brunei Darussalam,Automotive,O01169,2023-09-09,2023-10-08,2023-10-06,29,27.0,-2.0,1,Completed,107,107,,0
S017,"Davis, Crawford And Conrad",Saint Lucia,Clothing,O01170,2024-08-21,2024-09-13,2024-09-13,23,23.0,0.0,1,Completed,634,634,,0
S040,Romero Ltd,Jamaica,Food,O01171,2025-07-26,2025-08-18,2025-08-21,23,26.0,3.0,0,Completed,52,52,Strike,0
S050,Wright-Stewart,Azerbaijan,Automotive,O01172,2024-04-30,2024-05-21,2024-05-25,21,25.0,4.0,0,Completed,807,807,Weather,0
S017,"Davis, Crawford And Conrad",Saint Lucia,Clothing,O01173,2025-07-13,2025-07-23,2025-07-31,10,18.0,8.0,0,Completed,490,490,Customs,0
S039,Newton-Smith,Sierra Leone,Electronics,O01174,2024-04-20,2024-05-20,2024-05-30,30,40.0,10.0,0,Completed,389,389,Supplier delay,1
S016,"Mcdonald, Nunez And Sullivan",Saint Helena,Automotive,O01175,2025-01-29,2025-02-14,2025-02-05,16,7.0,-9.0,1,Completed,910,910,,0
S009,Martinez Plc,Zambia,Automotive,O01176,2024-04-20,2024-05-08,2024-05-13,18,23.0,5.0,0,Completed,478,478,Supplier delay,0
S015,"Andersen, Thompson And Cook",British Indian Ocean Territory (Chagos Archipelago),Clothing,O01177,2025-03-05,2025-03-21,2025-03-24,16,19.0,3.0,0,Completed,606,606,Unknown,1
S021,Taylor-Collins,Sri Lanka,Clothing,O01178,2023-10-25,2023-11-08,2023-11-02,14,8.0,-6.0,1,Completed,919,919,,1
S041,Coleman-Duncan,Zimbabwe,Pharmaceuticals,O01179,2024-05-22,2024-06-01,2024-05-26,10,4.0,-6.0,1,Completed,158,158,,0
S028,Howe Group,Nauru,Pharmaceuticals,O01180,2023-10-16,2023-10-21,2023-10-17,5,1.0,-4.0,1,Completed,57,57,,0
S010,"Rodriguez, Sparks And Jackson",Brunei Darussalam,Automotive,O01181,2024-09-02,2024-09-14,2024-09-08,12,6.0,-6.0,1,Completed,459,459,,0
S047,"Riley, Dixon And Williams",Kenya,Pharmaceuticals,O01182,2023-11-04,2023-11-13,2023-11-11,9,7.0,-2.0,1,Completed,442,442,,1
S034,Cruz And Sons,Portugal,Pharmaceuticals,O01183,2023-10-28,2023-11-24,2023-11-24,27,27.0,0.0,1,Completed,781,781,,0
S030,Woods-Stevenson,Cote d'Ivoire,Automotive,O01184,2024-07-07,2024-07-18,2024-07-21,11,14.0,3.0,0,Completed,906,906,Weather,0
S021,Taylor-Collins,Sri Lanka,Clothing,O01185,2025-03-31,2025-04-18,2025-04-20,18,20.0,2.0,0,Completed,365,365,Customs,0
S048,Hodge Plc,Norfolk Island,Food,O01186,2025-01-21,2025-01-28,2025-01-22,7,1.0,-6.0,1,Partial,744,736,,0
S016,"Mcdonald, Nunez And Sullivan",Saint Helena,Automotive,O01187,2025-04-04,2025-04-15,2025-04-08,11,4.0,-7.0,1,Partial,489,479,,0
S025,Francis Group,Tokelau,Automotive,O01188,2024-07-11,2024-08-03,2024-08-02,23,22.0,-1.0,1,Completed,206,206,,1
S008,Rowe-Ward,Anguilla,Food,O01189,2024-03-13,2024-04-05,2024-04-07,23,25.0,2.0,0,Completed,604,604,Unknown,1
S034,Cruz And Sons,Portugal,Pharmaceuticals,O01190,2025-05-08,2025-05-13,2025-05-14,5,6.0,1.0,0,Partial,192,177,Customs,0
S016,"Mcdonald, Nunez And Sullivan",Saint Helena,Automotive,O01191,2025-08-26,2025-09-10,2025-09-11,15,16.0,1.0,0,Completed,92,92,Unknown,0
S030,Woods-Stevenson,Cote d'Ivoire,Automotive,O01192,2025-04-28,2025-05-11,2025-05-13,13,15.0,2.0,0,Completed,560,560,Strike,0
S009,Martinez Plc,Zambia,Automotive,O01193,2025-06-07,2025-06-23,2025-06-20,16,13.0,-3.0,1,Completed,567,567,,0
S015,"Andersen, Thompson And Cook",British Indian Ocean Territory (Chagos Archipelago),Clothing,O01194,2024-06-11,2024-06-23,,12,,,1,Cancelled,877,0,,0
S041,Coleman-Duncan,Zimbabwe,Pharmaceuticals,O01195,2023-09-15,2023-09-26,2023-09-18,11,3.0,-8.0,1,Partial,420,415,,0
S002,Mason Plc,United States Virgin Islands,Food,O01196,2024-07-15,2024-07-22,2024-07-22,7,7.0,0.0,1,Completed,577,577,,0
S006,"Drake, Davidson And Moreno",Greece,Food,O01197,2024-07-22,2024-08-10,2024-08-09,19,18.0,-1.0,1,Completed,587,587,,1
S021,Taylor-Collins,Sri Lanka,Clothing,O01198,2025-08-26,2025-09-22,2025-09-18,27,23.0,-4.0,1,Completed,305,305,,0
S006,"Drake, Davidson And Moreno",Greece,Food,O01199,2025-01-03,2025-01-10,2025-01-15,7,12.0,5.0,0,Partial,848,831,Weather,0
S001,Jenkins Inc,Mongolia,Clothing,O01200,2024-03-17,2024-04-10,2024-04-16,24,30.0,6.0,0,Completed,305,305,Unknown,0
